Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
County,Colusa County,1995,Annual,8550,6860,1680,19.7%,N,Final
County,Contra Costa County,1995,Annual,452200,426400,25700,5.7%,N,Final
County,Del Norte County,1995,Annual,10070,8830,1240,12.3%,N,Final
County,El Dorado County,1995,Annual,72100,67100,5000,6.9%,N,Final
County,Fresno County,1995,Annual,369900,318000,51900,14%,N,Final
County,Glenn County,1995,Annual,11460,9680,1780,15.5%,N,Final
County,Humboldt County,1995,Annual,59700,54700,5000,8.3%,N,Final
County,Imperial County,1995,Annual,57900,41000,16900,29.2%,N,Final
County,Inyo County,1995,Annual,7090,6430,660,9.4%,N,Final
County,Kern County,1995,Annual,270700,233400,37300,13.8%,N,Final
County,Kings County,1995,Annual,41800,35700,6100,14.5%,N,Final
County,Lake County,1995,Annual,23670,20890,2770,11.7%,N,Final
County,Lassen County,1995,Annual,10980,9770,1210,11%,N,Final
County,Los Angeles County,1995,Annual,4279500,3935600,343900,8%,N,Final
County,Madera County,1995,Annual,50600,43100,7600,14.9%,N,Final
County,Marin County,1995,Annual,127500,122100,5500,4.3%,N,Final
County,Mariposa County,1995,Annual,7440,6740,690,9.3%,N,Final
County,Mendocino County,1995,Annual,40960,37070,3890,9.5%,N,Final
County,Merced County,1995,Annual,82700,68600,14100,17%,N,Final
County,Modoc County,1995,Annual,4210,3660,560,13.2%,N,Final
County,Mono County,1995,Annual,6130,5470,660,10.8%,N,Final
County,Monterey County,1995,Annual,174400,152900,21500,12.3%,N,Final
County,Napa County,1995,Annual,57200,53700,3500,6.2%,N,Final
County,Nevada County,1995,Annual,40100,37070,3030,7.5%,N,Final
County,Orange County,1995,Annual,1319700,1253000,66700,5.1%,N,Final
County,Placer County,1995,Annual,101900,95700,6300,6.1%,N,Final
County,Plumas County,1995,Annual,9730,8450,1280,13.2%,N,Final
County,Riverside County,1995,Annual,606600,549300,57300,9.4%,N,Final
County,Sacramento County,1995,Annual,534200,498000,36300,6.8%,N,Final
County,San Benito County,1995,Annual,22900,19800,3100,13.6%,N,Final
County,San Bernardino County,1995,Annual,674900,621800,53100,7.9%,N,Final
County,San Diego County,1995,Annual,1223400,1145900,77500,6.3%,N,Final
County,San Francisco County,1995,Annual,394800,371000,23800,6%,N,Final
County,San Joaquin County,1995,Annual,239900,210500,29400,12.3%,N,Final
County,San Luis Obispo County,1995,Annual,100700,94100,6600,6.6%,N,Final
County,San Mateo County,1995,Annual,366700,351300,15400,4.2%,N,Final
County,Santa Barbara County,1995,Annual,191500,178700,12800,6.7%,N,Final
County,Santa Clara County,1995,Annual,859600,817500,42100,4.9%,N,Final
County,Santa Cruz County,1995,Annual,138500,125700,12900,9.3%,N,Final
County,Shasta County,1995,Annual,72000,63900,8100,11.3%,N,Final
County,Sierra County,1995,Annual,1690,1530,160,9.7%,N,Final
County,Siskiyou County,1995,Annual,18830,16140,2690,14.3%,N,Final
County,Solano County,1995,Annual,171500,158000,13600,7.9%,N,Final
County,Sonoma County,1995,Annual,223400,211100,12300,5.5%,N,Final
County,Stanislaus County,1995,Annual,192000,162400,29600,15.4%,N,Final
County,Sutter County,1995,Annual,34200,28400,5900,17.1%,N,Final
County,Tehama County,1995,Annual,23040,20440,2590,11.3%,N,Final
County,Trinity County,1995,Annual,5270,4500,770,14.6%,N,Final
County,Tulare County,1995,Annual,159500,132900,26600,16.7%,N,Final
County,Tuolumne County,1995,Annual,20110,17930,2180,10.8%,N,Final
County,Ventura County,1995,Annual,378800,350700,28100,7.4%,N,Final
County,Yolo County,1995,Annual,86500,80600,5900,6.9%,N,Final
County,Yuba County,1995,Annual,21000,17800,3100,14.9%,N,Final
County,Alameda County,1994,Annual,679900,638200,41600,6.1%,N,Final
County,Alpine County,1994,Annual,450,400,50,10.3%,N,Final
County,Amador County,1994,Annual,12740,11700,1040,8.1%,N,Final
County,Butte County,1994,Annual,82800,74300,8500,10.3%,N,Final
County,Calaveras County,1994,Annual,14630,13000,1640,11.2%,N,Final
County,Colusa County,1994,Annual,8190,6640,1560,19%,N,Final
County,Contra Costa County,1994,Annual,451800,423900,27900,6.2%,N,Final
County,Del Norte County,1994,Annual,10030,8820,1210,12.1%,N,Final
County,El Dorado County,1994,Annual,70500,65400,5100,7.2%,N,Final
County,Fresno County,1994,Annual,356200,305400,50700,14.2%,N,Final
County,Glenn County,1994,Annual,11510,9660,1850,16%,N,Final
County,Humboldt County,1994,Annual,59900,54700,5200,8.6%,N,Final
County,Imperial County,1994,Annual,57500,42400,15100,26.3%,N,Final
County,Inyo County,1994,Annual,7180,6420,750,10.5%,N,Final
County,Kern County,1994,Annual,265400,225500,40000,15.1%,N,Final
County,Kings County,1994,Annual,40900,35100,5800,14.2%,N,Final
County,Lake County,1994,Annual,22440,19660,2790,12.4%,N,Final
County,Lassen County,1994,Annual,11170,9910,1260,11.3%,N,Final
County,Los Angeles County,1994,Annual,4290800,3893300,397500,9.3%,N,Final
County,Madera County,1994,Annual,48400,41000,7400,15.3%,N,Final
County,Marin County,1994,Annual,129300,123300,6000,4.6%,N,Final
County,Mariposa County,1994,Annual,7240,6550,690,9.5%,N,Final
County,Mendocino County,1994,Annual,40450,36570,3880,9.6%,N,Final
County,Merced County,1994,Annual,83600,70100,13500,16.1%,N,Final
County,Modoc County,1994,Annual,4270,3760,510,11.9%,N,Final
County,Mono County,1994,Annual,6160,5520,630,10.3%,N,Final
County,Monterey County,1994,Annual,174800,153300,21600,12.3%,N,Final
County,Napa County,1994,Annual,57800,53800,4000,6.9%,N,Final
County,Nevada County,1994,Annual,40980,37930,3050,7.4%,N,Final
County,Orange County,1994,Annual,1333200,1257100,76100,5.7%,N,Final
County,Placer County,1994,Annual,98500,92000,6500,6.6%,N,Final
County,Plumas County,1994,Annual,9980,8560,1430,14.3%,N,Final
County,Riverside County,1994,Annual,596900,533800,63100,10.6%,N,Final
County,Sacramento County,1994,Annual,532600,494200,38400,7.2%,N,Final
County,San Benito County,1994,Annual,22300,19200,3100,13.9%,N,Final
County,San Bernardino County,1994,Annual,670600,612700,57900,8.6%,N,Final
County,San Diego County,1994,Annual,1226500,1139900,86600,7.1%,N,Final
County,San Francisco County,1994,Annual,401900,376200,25700,6.4%,N,Final
County,San Joaquin County,1994,Annual,240000,209300,30700,12.8%,N,Final
County,San Luis Obispo County,1994,Annual,99800,92600,7200,7.2%,N,Final
County,San Mateo County,1994,Annual,369700,352400,17300,4.7%,N,Final
County,Santa Barbara County,1994,Annual,195200,181200,14100,7.2%,N,Final
County,Santa Clara County,1994,Annual,851800,798300,53500,6.3%,N,Final
County,Santa Cruz County,1994,Annual,140600,126900,13700,9.7%,N,Final
County,Shasta County,1994,Annual,72500,63800,8700,12.1%,N,Final
County,Sierra County,1994,Annual,1780,1600,180,10.1%,N,Final
County,Siskiyou County,1994,Annual,19390,16680,2710,14%,N,Final
County,Solano County,1994,Annual,175000,161700,13300,7.6%,N,Final
County,Sonoma County,1994,Annual,223900,210800,13100,5.8%,N,Final
County,Stanislaus County,1994,Annual,193300,162700,30600,15.8%,N,Final
County,Sutter County,1994,Annual,34000,28300,5700,16.6%,N,Final
County,Tehama County,1994,Annual,23880,21190,2690,11.3%,N,Final
County,Trinity County,1994,Annual,5270,4490,780,14.9%,N,Final
County,Tulare County,1994,Annual,161300,135000,26300,16.3%,N,Final
County,Tuolumne County,1994,Annual,20980,18660,2320,11%,N,Final
County,Ventura County,1994,Annual,380200,350200,30000,7.9%,N,Final
County,Yolo County,1994,Annual,86600,80700,5900,6.8%,N,Final
County,Yuba County,1994,Annual,22000,18500,3500,15.8%,N,Final
County,Alameda County,1993,Annual,678100,633000,45100,6.6%,N,Final
County,Alpine County,1993,Annual,360,310,50,13.1%,N,Final
County,Amador County,1993,Annual,12830,11640,1190,9.3%,N,Final
County,Butte County,1993,Annual,82500,72700,9800,11.9%,N,Final
County,Calaveras County,1993,Annual,14950,13150,1810,12.1%,N,Final
County,Colusa County,1993,Annual,8470,6640,1830,21.6%,N,Final
County,Contra Costa County,1993,Annual,442500,413300,29200,6.6%,N,Final
County,Del Norte County,1993,Annual,9760,8380,1380,14.1%,N,Final
County,El Dorado County,1993,Annual,67500,61600,5800,8.7%,N,Final
County,Fresno County,1993,Annual,361700,306000,55800,15.4%,N,Final
County,Glenn County,1993,Annual,11360,9390,1960,17.3%,N,Final
County,Humboldt County,1993,Annual,59600,53700,5900,9.9%,N,Final
County,Imperial County,1993,Annual,55300,39100,16200,29.3%,N,Final
County,Inyo County,1993,Annual,7110,6320,790,11.1%,N,Final
County,Kern County,1993,Annual,273400,230400,43000,15.7%,N,Final
County,Kings County,1993,Annual,40900,34700,6200,15.2%,N,Final
County,Lake County,1993,Annual,22880,19840,3050,13.3%,N,Final
County,Lassen County,1993,Annual,10940,9580,1350,12.4%,N,Final
County,Los Angeles County,1993,Annual,4340500,3908800,431600,9.9%,N,Final
County,Madera County,1993,Annual,47900,40100,7800,16.2%,N,Final
County,Marin County,1993,Annual,130800,124100,6700,5.1%,N,Final
County,Mariposa County,1993,Annual,7250,6520,730,10%,N,Final
County,Mendocino County,1993,Annual,40370,35840,4530,11.2%,N,Final
County,Merced County,1993,Annual,83200,68900,14400,17.3%,N,Final
County,Modoc County,1993,Annual,3930,3400,530,13.5%,N,Final
County,Mono County,1993,Annual,5980,5420,560,9.4%,N,Final
County,Monterey County,1993,Annual,176800,153800,23000,13%,N,Final
County,Napa County,1993,Annual,58000,53500,4600,7.9%,N,Final
County,Nevada County,1993,Annual,40230,36850,3380,8.4%,N,Final
County,Orange County,1993,Annual,1327900,1237800,90100,6.8%,N,Final
County,Placer County,1993,Annual,93200,85700,7500,8.1%,N,Final
County,Plumas County,1993,Annual,9680,8220,1460,15.1%,N,Final
County,Riverside County,1993,Annual,582300,512000,70300,12.1%,N,Final
County,Sacramento County,1993,Annual,530000,485900,44000,8.3%,N,Final
County,San Benito County,1993,Annual,22300,18700,3600,16%,N,Final
County,San Bernardino County,1993,Annual,676300,609400,66800,9.9%,N,Final
County,San Diego County,1993,Annual,1218900,1123900,95000,7.8%,N,Final
County,San Francisco County,1993,Annual,406400,377800,28600,7%,N,Final
County,San Joaquin County,1993,Annual,241900,207800,34100,14.1%,N,Final
County,San Luis Obispo County,1993,Annual,101300,93100,8200,8.1%,N,Final
County,San Mateo County,1993,Annual,368700,350000,18700,5.1%,N,Final
County,Santa Barbara County,1993,Annual,193000,178200,14900,7.7%,N,Final
County,Santa Clara County,1993,Annual,847500,789000,58600,6.9%,N,Final
County,Santa Cruz County,1993,Annual,140400,125800,14600,10.4%,N,Final
County,Shasta County,1993,Annual,73200,64000,9200,12.6%,N,Final
County,Sierra County,1993,Annual,1810,1610,200,11%,N,Final
County,Siskiyou County,1993,Annual,19310,16320,2990,15.5%,N,Final
County,Solano County,1993,Annual,174800,160600,14300,8.2%,N,Final
County,Sonoma County,1993,Annual,220200,205700,14500,6.6%,N,Final
County,Stanislaus County,1993,Annual,194200,161600,32500,16.8%,N,Final
County,Sutter County,1993,Annual,34700,28200,6500,18.7%,N,Final
County,Tehama County,1993,Annual,23320,20260,3060,13.1%,N,Final
County,Trinity County,1993,Annual,5180,4320,860,16.6%,N,Final
County,Tulare County,1993,Annual,157700,129100,28500,18.1%,N,Final
County,Tuolumne County,1993,Annual,20620,18180,2450,11.9%,N,Final
County,Ventura County,1993,Annual,375500,341700,33800,9%,N,Final
County,Yolo County,1993,Annual,82700,76100,6600,8%,N,Final
County,Yuba County,1993,Annual,23000,19000,4000,17.4%,N,Final
County,Alameda County,1992,Annual,677400,633100,44300,6.5%,N,Final
County,Alpine County,1992,Annual,350,290,60,16.4%,N,Final
County,Amador County,1992,Annual,12720,11550,1160,9.1%,N,Final
County,Butte County,1992,Annual,82000,72300,9700,11.8%,N,Final
County,Calaveras County,1992,Annual,15030,13230,1800,11.9%,N,Final
County,Colusa County,1992,Annual,8220,6450,1770,21.5%,N,Final
County,Contra Costa County,1992,Annual,442200,413300,28900,6.5%,N,Final
County,Del Norte County,1992,Annual,9840,8330,1520,15.4%,N,Final
County,El Dorado County,1992,Annual,67300,61600,5700,8.5%,N,Final
County,Fresno County,1992,Annual,352600,298100,54600,15.5%,N,Final
County,Glenn County,1992,Annual,11400,9250,2150,18.9%,N,Final
County,Humboldt County,1992,Annual,58900,53100,5900,9.9%,N,Final
County,Imperial County,1992,Annual,53900,37300,16500,30.7%,N,Final
County,Inyo County,1992,Annual,7170,6350,820,11.5%,N,Final
County,Kern County,1992,Annual,272900,230200,42700,15.6%,N,Final
County,Kings County,1992,Annual,40600,34400,6200,15.2%,N,Final
County,Lake County,1992,Annual,22340,19480,2860,12.8%,N,Final
County,Lassen County,1992,Annual,10770,9550,1230,11.4%,N,Final
County,Los Angeles County,1992,Annual,4441200,4002600,438600,9.9%,N,Final
County,Madera County,1992,Annual,46900,39100,7800,16.6%,N,Final
County,Marin County,1992,Annual,130500,124000,6600,5%,N,Final
County,Mariposa County,1992,Annual,7160,6540,620,8.7%,N,Final
County,Mendocino County,1992,Annual,39780,34920,4860,12.2%,N,Final
County,Merced County,1992,Annual,83000,68600,14400,17.3%,N,Final
County,Modoc County,1992,Annual,4010,3500,510,12.7%,N,Final
County,Mono County,1992,Annual,5820,5210,610,10.5%,N,Final
County,Monterey County,1992,Annual,177100,155200,21900,12.3%,N,Final
County,Napa County,1992,Annual,57500,53400,4100,7.2%,N,Final
County,Nevada County,1992,Annual,39600,36260,3330,8.4%,N,Final
County,Orange County,1992,Annual,1331300,1242900,88500,6.6%,N,Final
County,Placer County,1992,Annual,93500,85600,7900,8.4%,N,Final
County,Plumas County,1992,Annual,9680,8330,1350,13.9%,N,Final
County,Riverside County,1992,Annual,576200,508200,68000,11.8%,N,Final
County,Sacramento County,1992,Annual,529100,485500,43600,8.2%,N,Final
County,San Benito County,1992,Annual,21900,18100,3800,17.3%,N,Final
County,San Bernardino County,1992,Annual,668800,604800,63900,9.6%,N,Final
County,San Diego County,1992,Annual,1214000,1126300,87600,7.2%,N,Final
County,San Francisco County,1992,Annual,405000,377400,27500,6.8%,N,Final
County,San Joaquin County,1992,Annual,239400,205800,33700,14.1%,N,Final
County,San Luis Obispo County,1992,Annual,99600,92200,7400,7.4%,N,Final
County,San Mateo County,1992,Annual,368300,349600,18700,5.1%,N,Final
County,Santa Barbara County,1992,Annual,193100,178800,14300,7.4%,N,Final
County,Santa Clara County,1992,Annual,847000,789300,57700,6.8%,N,Final
County,Santa Cruz County,1992,Annual,139000,125600,13400,9.7%,N,Final
County,Shasta County,1992,Annual,72900,63400,9500,13%,N,Final
County,Sierra County,1992,Annual,1710,1520,190,11.1%,N,Final
County,Siskiyou County,1992,Annual,19400,16370,3030,15.6%,N,Final
County,Solano County,1992,Annual,173200,160500,12700,7.3%,N,Final
County,Sonoma County,1992,Annual,217300,202000,15300,7%,N,Final
County,Stanislaus County,1992,Annual,191700,160300,31400,16.4%,N,Final
County,Sutter County,1992,Annual,34100,27400,6700,19.5%,N,Final
County,Tehama County,1992,Annual,23030,20080,2950,12.8%,N,Final
County,Trinity County,1992,Annual,5270,4380,880,16.7%,N,Final
County,Tulare County,1992,Annual,154100,127300,26800,17.4%,N,Final
County,Tuolumne County,1992,Annual,20760,18430,2330,11.2%,N,Final
County,Ventura County,1992,Annual,373100,339800,33300,8.9%,N,Final
County,Yolo County,1992,Annual,81900,75100,6700,8.2%,N,Final
County,Yuba County,1992,Annual,22400,18500,3900,17.3%,N,Final
County,Alameda County,1991,Annual,671800,635500,36300,5.4%,N,Final
County,Alpine County,1991,Annual,360,310,50,13.2%,N,Final
County,Amador County,1991,Annual,11980,11150,830,6.9%,N,Final
County,Butte County,1991,Annual,79300,71600,7700,9.7%,N,Final
County,Calaveras County,1991,Annual,13960,12670,1290,9.3%,N,Final
County,Colusa County,1991,Annual,8090,6640,1450,17.9%,N,Final
County,Contra Costa County,1991,Annual,434500,410900,23600,5.4%,N,Final
County,Del Norte County,1991,Annual,9770,8580,1190,12.2%,N,Final
County,El Dorado County,1991,Annual,65500,61200,4400,6.6%,N,Final
County,Fresno County,1991,Annual,336800,291800,45000,13.4%,N,Final
County,Glenn County,1991,Annual,11080,9340,1740,15.7%,N,Final
County,Humboldt County,1991,Annual,56700,51700,4900,8.7%,N,Final
County,Imperial County,1991,Annual,48800,36200,12700,25.9%,N,Final
County,Inyo County,1991,Annual,7170,6470,700,9.7%,N,Final
County,Kern County,1991,Annual,264600,232500,32100,12.1%,N,Final
County,Kings County,1991,Annual,38600,33700,4900,12.6%,N,Final
County,Lake County,1991,Annual,20910,18690,2210,10.6%,N,Final
County,Lassen County,1991,Annual,10240,9180,1060,10.4%,N,Final
County,Los Angeles County,1991,Annual,4471700,4114800,356900,8%,N,Final
County,Madera County,1991,Annual,44200,37600,6600,14.9%,N,Final
County,Marin County,1991,Annual,130600,125700,5000,3.8%,N,Final
County,Mariposa County,1991,Annual,6950,6450,500,7.1%,N,Final
County,Mendocino County,1991,Annual,38780,34680,4100,10.6%,N,Final
County,Merced County,1991,Annual,77200,65200,12000,15.6%,N,Final
County,Modoc County,1991,Annual,3880,3400,480,12.4%,N,Final
County,Mono County,1991,Annual,5450,4800,650,12%,N,Final
County,Monterey County,1991,Annual,171300,152000,19400,11.3%,N,Final
County,Napa County,1991,Annual,55200,52000,3200,5.8%,N,Final
County,Nevada County,1991,Annual,38380,35900,2480,6.5%,N,Final
County,Orange County,1991,Annual,1318900,1249800,69100,5.2%,N,Final
County,Placer County,1991,Annual,91100,85200,5900,6.4%,N,Final
County,Plumas County,1991,Annual,9660,8590,1060,11%,N,Final
County,Riverside County,1991,Annual,549800,494600,55200,10%,N,Final
County,Sacramento County,1991,Annual,527300,492500,34800,6.6%,N,Final
County,San Benito County,1991,Annual,21200,17800,3400,16%,N,Final
County,San Bernardino County,1991,Annual,644300,591400,53000,8.2%,N,Final
County,San Diego County,1991,Annual,1207000,1131600,75400,6.2%,N,Final
County,San Francisco County,1991,Annual,405000,383500,21500,5.3%,N,Final
County,San Joaquin County,1991,Annual,231300,203600,27700,12%,N,Final
County,San Luis Obispo County,1991,Annual,96200,90400,5800,6%,N,Final
County,San Mateo County,1991,Annual,366700,352200,14500,3.9%,N,Final
County,Santa Barbara County,1991,Annual,194900,183300,11500,5.9%,N,Final
County,Santa Clara County,1991,Annual,841800,793900,47800,5.7%,N,Final
County,Santa Cruz County,1991,Annual,137200,125100,12100,8.8%,N,Final
County,Shasta County,1991,Annual,68200,60800,7400,10.9%,N,Final
County,Sierra County,1991,Annual,1650,1470,180,10.8%,N,Final
County,Siskiyou County,1991,Annual,19120,16610,2510,13.1%,N,Final
County,Solano County,1991,Annual,166500,156100,10400,6.2%,N,Final
County,Sonoma County,1991,Annual,211900,200200,11700,5.5%,N,Final
County,Stanislaus County,1991,Annual,183200,156300,26900,14.7%,N,Final
County,Sutter County,1991,Annual,34500,28700,5800,16.9%,N,Final
County,Tehama County,1991,Annual,21170,18740,2430,11.5%,N,Final
County,Trinity County,1991,Annual,5130,4390,740,14.5%,N,Final
County,Tulare County,1991,Annual,152700,125100,27600,18.1%,N,Final
County,Tuolumne County,1991,Annual,20010,18280,1730,8.6%,N,Final
County,Ventura County,1991,Annual,366500,338900,27600,7.5%,N,Final
County,Yolo County,1991,Annual,77100,71000,6000,7.8%,N,Final
County,Yuba County,1991,Annual,22600,19500,3100,13.8%,N,Final
County,Alameda County,1990,Annual,677400,649900,27500,4.1%,N,Final
County,Alpine County,1990,Annual,380,340,40,9.6%,N,Final
County,Amador County,1990,Annual,11450,10860,590,5.2%,N,Final
County,Butte County,1990,Annual,78800,72200,6600,8.4%,N,Final
County,Calaveras County,1990,Annual,13450,12530,920,6.8%,N,Final
County,Colusa County,1990,Annual,8010,6860,1140,14.3%,N,Final
County,Contra Costa County,1990,Annual,435300,417800,17500,4%,N,Final
County,Del Norte County,1990,Annual,9610,8450,1160,12.1%,N,Final
County,El Dorado County,1990,Annual,63800,61000,2900,4.5%,N,Final
County,Fresno County,1990,Annual,328700,290400,38300,11.6%,N,Final
County,Glenn County,1990,Annual,11250,9850,1410,12.5%,N,Final
County,Humboldt County,1990,Annual,56300,51800,4500,7.9%,N,Final
County,Imperial County,1990,Annual,47300,35300,12100,25.5%,N,Final
County,Inyo County,1990,Annual,7010,6510,500,7.1%,N,Final
County,Kern County,1990,Annual,256800,228800,28000,10.9%,N,Final
County,Kings County,1990,Annual,37600,33400,4200,11.2%,N,Final
County,Lake County,1990,Annual,19970,18200,1770,8.9%,N,Final
County,Lassen County,1990,Annual,9980,9000,980,9.8%,N,Final
County,Los Angeles County,1990,Annual,4498700,4233100,265600,5.9%,N,Final
County,Madera County,1990,Annual,41600,35900,5600,13.5%,N,Final
County,Marin County,1990,Annual,131900,128600,3300,2.5%,N,Final
County,Mariposa County,1990,Annual,6780,6390,380,5.7%,N,Final
County,Mendocino County,1990,Annual,38750,35790,2960,7.6%,N,Final
County,Merced County,1990,Annual,76900,67000,9900,12.9%,N,Final
County,Modoc County,1990,Annual,3760,3400,360,9.6%,N,Final
County,Mono County,1990,Annual,5720,5380,340,5.9%,N,Final
County,Monterey County,1990,Annual,172700,156000,16700,9.7%,N,Final
County,Napa County,1990,Annual,56400,54100,2300,4.1%,N,Final
County,Nevada County,1990,Annual,36030,34300,1730,4.8%,N,Final
County,Orange County,1990,Annual,1352900,1305700,47300,3.5%,N,Final
County,Placer County,1990,Annual,89500,85800,3800,4.2%,N,Final
County,Plumas County,1990,Annual,9470,8530,940,9.9%,N,Final
County,Riverside County,1990,Annual,536600,498100,38500,7.2%,N,Final
County,Sacramento County,1990,Annual,522300,498300,23900,4.6%,N,Final
County,San Benito County,1990,Annual,20900,18400,2600,12.2%,N,Final
County,San Bernardino County,1990,Annual,635200,599400,35800,5.6%,N,Final
County,San Diego County,1990,Annual,1215100,1158900,56200,4.6%,N,Final
County,San Francisco County,1990,Annual,409400,393900,15400,3.8%,N,Final
County,San Joaquin County,1990,Annual,227100,204500,22500,9.9%,N,Final
County,San Luis Obispo County,1990,Annual,99800,95100,4600,4.6%,N,Final
County,San Mateo County,1990,Annual,370200,360500,9700,2.6%,N,Final
County,Santa Barbara County,1990,Annual,192500,183100,9400,4.9%,N,Final
County,Santa Clara County,1990,Annual,852300,818600,33800,4%,N,Final
County,Santa Cruz County,1990,Annual,135700,125900,9800,7.2%,N,Final
County,Shasta County,1990,Annual,67700,61900,5800,8.6%,N,Final
County,Sierra County,1990,Annual,1630,1450,180,10.9%,N,Final
County,Siskiyou County,1990,Annual,19440,17070,2370,12.2%,N,Final
County,Solano County,1990,Annual,164900,157000,7900,4.8%,N,Final
County,Sonoma County,1990,Annual,206300,198300,8000,3.9%,N,Final
County,Stanislaus County,1990,Annual,180400,159100,21400,11.9%,N,Final
County,Sutter County,1990,Annual,33100,28500,4700,14.1%,N,Final
County,Tehama County,1990,Annual,19920,17930,1990,10%,N,Final
County,Trinity County,1990,Annual,5340,4680,670,12.5%,N,Final
County,Tulare County,1990,Annual,145800,127800,18000,12.3%,N,Final
County,Tuolumne County,1990,Annual,19870,18530,1340,6.7%,N,Final
County,Ventura County,1990,Annual,366600,345400,21100,5.8%,N,Final
County,Yolo County,1990,Annual,74000,68900,5100,6.9%,N,Final
County,Yuba County,1990,Annual,22100,19800,2400,10.7%,N,Final
